step,epoch_index,offset_in_epoch,samples_in_step,mean_margin,epoch_boundary_step,SemVariants_count,SemVariants_ratio,VisVariants_count,VisVariants_ratio,DermQA_count,DermQA_ratio,SI1_count,SI1_ratio,SI2_count,SI2_ratio,loss,grad_norm,learning_rate,log_epoch
657,2,122,256,0.12614102077350253,False,33,0.12890625,38,0.1484375,21,0.08203125,86,0.3359375,78,0.3046875,,,,
658,2,123,256,0.14006098799291067,False,35,0.13671875,44,0.171875,24,0.09375,74,0.2890625,79,0.30859375,,,,
659,2,124,256,0.13765158617752604,False,27,0.10546875,48,0.1875,15,0.05859375,83,0.32421875,83,0.32421875,,,,
660,2,125,256,0.13748082508664083,False,21,0.08203125,44,0.171875,21,0.08203125,80,0.3125,90,0.3515625,,,,
661,2,126,256,0.134734158142237,False,28,0.109375,50,0.1953125,25,0.09765625,71,0.27734375,82,0.3203125,,,,
662,2,127,256,0.12266192756942473,False,29,0.11328125,50,0.1953125,18,0.0703125,68,0.265625,91,0.35546875,,,,
663,2,128,256,0.13534322535269894,False,27,0.10546875,42,0.1640625,22,0.0859375,85,0.33203125,80,0.3125,,,,
664,2,129,256,0.11908843723358586,False,32,0.125,57,0.22265625,12,0.046875,70,0.2734375,85,0.33203125,,,,
665,2,130,256,0.13682023898581974,False,27,0.10546875,52,0.203125,24,0.09375,84,0.328125,69,0.26953125,,,,
666,2,131,256,0.12641323520801961,False,35,0.13671875,58,0.2265625,24,0.09375,74,0.2890625,65,0.25390625,,,,
667,2,132,256,0.11105448909802362,False,35,0.13671875,64,0.25,19,0.07421875,68,0.265625,70,0.2734375,,,,
668,2,133,256,0.13520994439022616,False,24,0.09375,57,0.22265625,25,0.09765625,73,0.28515625,77,0.30078125,,,,
669,2,134,256,0.13358640632941388,False,23,0.08984375,58,0.2265625,19,0.07421875,73,0.28515625,83,0.32421875,,,,
670,2,135,256,0.13742537761572748,False,36,0.140625,39,0.15234375,15,0.05859375,81,0.31640625,85,0.33203125,,,,
671,2,136,256,0.12366903206566349,False,29,0.11328125,56,0.21875,16,0.0625,68,0.265625,87,0.33984375,,,,
672,2,137,256,0.1479509553319076,False,33,0.12890625,52,0.203125,16,0.0625,68,0.265625,87,0.33984375,,,,
673,2,138,256,0.15086337363754865,False,31,0.12109375,41,0.16015625,17,0.06640625,88,0.34375,79,0.30859375,,,,
674,2,139,256,0.13442412167205475,False,28,0.109375,53,0.20703125,20,0.078125,78,0.3046875,77,0.30078125,,,,
675,2,140,256,0.138989276078064,False,27,0.10546875,44,0.171875,24,0.09375,75,0.29296875,86,0.3359375,,,,
676,2,141,256,0.13037395890569314,False,19,0.07421875,59,0.23046875,24,0.09375,72,0.28125,82,0.3203125,,,,
677,2,142,256,0.12661984775331803,False,29,0.11328125,47,0.18359375,26,0.1015625,74,0.2890625,80,0.3125,,,,
678,2,143,256,0.1399389980651904,False,27,0.10546875,49,0.19140625,15,0.05859375,78,0.3046875,87,0.33984375,,,,
679,2,144,256,0.14061283675255254,False,30,0.1171875,44,0.171875,24,0.09375,84,0.328125,74,0.2890625,,,,
680,2,145,256,0.13284831821511034,False,33,0.12890625,49,0.19140625,21,0.08203125,77,0.30078125,76,0.296875,,,,
681,2,146,256,0.13281463128805626,False,22,0.0859375,50,0.1953125,22,0.0859375,80,0.3125,82,0.3203125,,,,
682,2,147,256,0.12550477631157264,False,34,0.1328125,50,0.1953125,19,0.07421875,70,0.2734375,83,0.32421875,,,,
683,2,148,256,0.1325090900354553,False,33,0.12890625,54,0.2109375,17,0.06640625,74,0.2890625,78,0.3046875,,,,
684,2,149,256,0.12792300278670155,False,45,0.17578125,51,0.19921875,15,0.05859375,73,0.28515625,72,0.28125,,,,
685,2,150,256,0.1472870347352,False,28,0.109375,43,0.16796875,17,0.06640625,90,0.3515625,78,0.3046875,,,,
686,2,151,256,0.14486272566136904,False,29,0.11328125,56,0.21875,18,0.0703125,71,0.27734375,82,0.3203125,,,,
687,2,152,256,0.12094833025184926,False,22,0.0859375,58,0.2265625,26,0.1015625,76,0.296875,74,0.2890625,,,,
688,2,153,256,0.13597252024919726,False,24,0.09375,51,0.19921875,25,0.09765625,83,0.32421875,73,0.28515625,,,,
689,2,154,256,0.13908492325572297,False,29,0.11328125,46,0.1796875,18,0.0703125,93,0.36328125,70,0.2734375,,,,
690,2,155,256,0.1325044556579087,False,25,0.09765625,52,0.203125,19,0.07421875,76,0.296875,84,0.328125,,,,
691,2,156,256,0.14120325786643662,False,31,0.12109375,39,0.15234375,16,0.0625,81,0.31640625,89,0.34765625,,,,
692,2,157,256,0.14180441302596591,False,29,0.11328125,45,0.17578125,20,0.078125,82,0.3203125,80,0.3125,,,,
693,2,158,256,0.13885755611408968,False,26,0.1015625,51,0.19921875,20,0.078125,75,0.29296875,84,0.328125,,,,
694,2,159,256,0.13052554907335434,False,39,0.15234375,54,0.2109375,17,0.06640625,69,0.26953125,77,0.30078125,,,,
695,2,160,256,0.1492276070639491,False,37,0.14453125,53,0.20703125,22,0.0859375,81,0.31640625,63,0.24609375,,,,
696,2,161,256,0.1353367551928386,False,31,0.12109375,49,0.19140625,27,0.10546875,74,0.2890625,75,0.29296875,,,,
697,2,162,256,0.13180658934288658,False,29,0.11328125,51,0.19921875,26,0.1015625,71,0.27734375,79,0.30859375,,,,
698,2,163,256,0.13017379193843226,False,26,0.1015625,55,0.21484375,23,0.08984375,72,0.28125,80,0.3125,,,,
699,2,164,256,0.11932688615343068,False,29,0.11328125,60,0.234375,21,0.08203125,70,0.2734375,76,0.296875,,,,
700,2,165,256,0.14582966548914555,False,35,0.13671875,48,0.1875,14,0.0546875,84,0.328125,75,0.29296875,,,,
701,2,166,256,0.1343609039322473,False,29,0.11328125,47,0.18359375,23,0.08984375,75,0.29296875,82,0.3203125,,,,
702,2,167,256,0.12451827792392578,False,27,0.10546875,53,0.20703125,21,0.08203125,66,0.2578125,89,0.34765625,,,,
703,2,168,256,0.13615928328363225,False,30,0.1171875,49,0.19140625,20,0.078125,68,0.265625,89,0.34765625,,,,
704,2,169,256,0.12123488796351012,False,32,0.125,54,0.2109375,20,0.078125,74,0.2890625,76,0.296875,,,,
705,2,170,256,0.13125843310263008,False,35,0.13671875,54,0.2109375,18,0.0703125,71,0.27734375,78,0.3046875,,,,
706,2,171,256,0.14837453540530987,False,34,0.1328125,53,0.20703125,19,0.07421875,82,0.3203125,68,0.265625,,,,
707,2,172,256,0.13813079350802582,False,31,0.12109375,50,0.1953125,20,0.078125,73,0.28515625,82,0.3203125,,,,
708,2,173,256,0.14367819554172456,False,29,0.11328125,50,0.1953125,15,0.05859375,81,0.31640625,81,0.31640625,,,,
709,2,174,256,0.15528236955287866,False,29,0.11328125,52,0.203125,12,0.046875,83,0.32421875,80,0.3125,,,,
710,2,175,256,0.13969101256225258,False,33,0.12890625,43,0.16796875,17,0.06640625,74,0.2890625,89,0.34765625,,,,
711,2,176,256,0.1354381751443725,False,34,0.1328125,42,0.1640625,21,0.08203125,69,0.26953125,90,0.3515625,,,,
712,2,177,256,0.14096360566327348,False,33,0.12890625,58,0.2265625,15,0.05859375,66,0.2578125,84,0.328125,,,,
713,2,178,256,0.12717295085894875,False,24,0.09375,58,0.2265625,23,0.08984375,70,0.2734375,81,0.31640625,,,,
714,2,179,256,0.13234501506667584,False,35,0.13671875,51,0.19921875,22,0.0859375,75,0.29296875,73,0.28515625,,,,
715,2,180,256,0.1246226544608362,False,35,0.13671875,46,0.1796875,22,0.0859375,67,0.26171875,86,0.3359375,,,,
716,2,181,256,0.13924062055593822,False,43,0.16796875,33,0.12890625,20,0.078125,88,0.34375,72,0.28125,,,,
717,2,182,256,0.12230175989679992,False,21,0.08203125,59,0.23046875,20,0.078125,74,0.2890625,82,0.3203125,,,,
718,2,183,256,0.12912766152294353,False,31,0.12109375,54,0.2109375,12,0.046875,76,0.296875,83,0.32421875,,,,
719,2,184,256,0.13816027564462274,False,31,0.12109375,44,0.171875,20,0.078125,69,0.26953125,92,0.359375,,,,
720,2,185,256,0.12841058251797222,False,30,0.1171875,58,0.2265625,26,0.1015625,62,0.2421875,80,0.3125,,,,
721,2,186,256,0.1293304674763931,False,35,0.13671875,53,0.20703125,16,0.0625,77,0.30078125,75,0.29296875,,,,
722,2,187,256,0.13085946388309821,False,31,0.12109375,48,0.1875,19,0.07421875,84,0.328125,74,0.2890625,,,,
723,2,188,256,0.1389186109881848,False,28,0.109375,46,0.1796875,26,0.1015625,87,0.33984375,69,0.26953125,,,,
724,2,189,256,0.14065889712946955,False,32,0.125,45,0.17578125,19,0.07421875,92,0.359375,68,0.265625,,,,
725,2,190,256,0.1382821684528608,False,28,0.109375,43,0.16796875,24,0.09375,75,0.29296875,86,0.3359375,,,,
726,2,191,256,0.14124464549240656,False,25,0.09765625,43,0.16796875,16,0.0625,83,0.32421875,89,0.34765625,,,,
727,2,192,256,0.13074965990381315,False,31,0.12109375,45,0.17578125,16,0.0625,86,0.3359375,78,0.3046875,,,,
728,2,193,256,0.1586166521301493,False,32,0.125,39,0.15234375,22,0.0859375,91,0.35546875,72,0.28125,,,,
729,2,194,256,0.13161756403860636,False,33,0.12890625,38,0.1484375,20,0.078125,78,0.3046875,87,0.33984375,,,,
730,2,195,256,0.12405026849592105,False,29,0.11328125,60,0.234375,13,0.05078125,74,0.2890625,80,0.3125,,,,
731,2,196,256,0.1227046599087771,False,30,0.1171875,42,0.1640625,27,0.10546875,63,0.24609375,94,0.3671875,,,,
732,2,197,256,0.1589774650055915,False,38,0.1484375,48,0.1875,17,0.06640625,83,0.32421875,70,0.2734375,,,,
733,2,198,256,0.14066416383138858,False,29,0.11328125,42,0.1640625,16,0.0625,85,0.33203125,84,0.328125,,,,
734,2,199,256,0.13956293975934386,False,30,0.1171875,53,0.20703125,21,0.08203125,82,0.3203125,70,0.2734375,,,,
735,2,200,256,0.13375930895563215,False,25,0.09765625,51,0.19921875,16,0.0625,83,0.32421875,81,0.31640625,,,,
736,2,201,256,0.14564415931818075,False,29,0.11328125,52,0.203125,17,0.06640625,80,0.3125,78,0.3046875,,,,
737,2,202,256,0.12729372427565977,False,37,0.14453125,41,0.16015625,25,0.09765625,62,0.2421875,91,0.35546875,,,,
738,2,203,256,0.14528705287375487,False,27,0.10546875,41,0.16015625,18,0.0703125,70,0.2734375,100,0.390625,,,,
739,2,204,256,0.11577695477171801,False,30,0.1171875,51,0.19921875,23,0.08984375,69,0.26953125,83,0.32421875,,,,
740,2,205,256,0.119211976591032,False,29,0.11328125,52,0.203125,18,0.0703125,67,0.26171875,90,0.3515625,,,,
741,2,206,256,0.12934607220813632,False,20,0.078125,52,0.203125,17,0.06640625,81,0.31640625,86,0.3359375,,,,
742,2,207,256,0.1263569698057836,False,24,0.09375,54,0.2109375,24,0.09375,67,0.26171875,87,0.33984375,,,,
743,2,208,256,0.15322866479982622,False,33,0.12890625,53,0.20703125,20,0.078125,77,0.30078125,73,0.28515625,,,,
744,2,209,256,0.14618157394579612,False,24,0.09375,44,0.171875,18,0.0703125,86,0.3359375,84,0.328125,,,,
745,2,210,256,0.13426212762715295,False,26,0.1015625,46,0.1796875,20,0.078125,85,0.33203125,79,0.30859375,,,,
746,2,211,256,0.13270355644635856,False,31,0.12109375,52,0.203125,10,0.0390625,76,0.296875,87,0.33984375,,,,
747,2,212,256,0.1456374384724768,False,37,0.14453125,50,0.1953125,22,0.0859375,86,0.3359375,61,0.23828125,,,,
748,2,213,256,0.13861236162483692,False,30,0.1171875,53,0.20703125,15,0.05859375,81,0.31640625,77,0.30078125,,,,
749,2,214,256,0.13938021137437318,False,28,0.109375,47,0.18359375,16,0.0625,75,0.29296875,90,0.3515625,,,,
750,2,215,256,0.12574738889816217,False,32,0.125,54,0.2109375,16,0.0625,75,0.29296875,79,0.30859375,,,,
751,2,216,256,0.129513766252785,False,33,0.12890625,54,0.2109375,15,0.05859375,75,0.29296875,79,0.30859375,,,,
752,2,217,256,0.14627491377177648,False,36,0.140625,37,0.14453125,17,0.06640625,77,0.30078125,89,0.34765625,,,,
753,2,218,256,0.12480090355529683,False,39,0.15234375,64,0.25,18,0.0703125,65,0.25390625,70,0.2734375,,,,
754,2,219,256,0.12523621224681847,False,29,0.11328125,51,0.19921875,26,0.1015625,70,0.2734375,80,0.3125,,,,
755,2,220,256,0.13862537068780512,False,35,0.13671875,48,0.1875,13,0.05078125,84,0.328125,76,0.296875,,,,
756,2,221,256,0.13698755338555202,False,32,0.125,48,0.1875,12,0.046875,85,0.33203125,79,0.30859375,,,,
757,2,222,256,0.1242816803714959,False,33,0.12890625,51,0.19921875,13,0.05078125,76,0.296875,83,0.32421875,,,,
758,2,223,256,0.13784752501669573,False,31,0.12109375,45,0.17578125,21,0.08203125,81,0.31640625,78,0.3046875,,,,
759,2,224,256,0.1503253589180531,False,37,0.14453125,38,0.1484375,20,0.078125,78,0.3046875,83,0.32421875,,,,
760,2,225,256,0.13865194241225254,False,27,0.10546875,55,0.21484375,22,0.0859375,81,0.31640625,71,0.27734375,,,,
761,2,226,256,0.14026001180172898,False,31,0.12109375,43,0.16796875,19,0.07421875,79,0.30859375,84,0.328125,,,,
762,2,227,256,0.14463108003837988,False,25,0.09765625,45,0.17578125,17,0.06640625,102,0.3984375,67,0.26171875,,,,
763,2,228,256,0.12787352249142714,False,31,0.12109375,45,0.17578125,20,0.078125,81,0.31640625,79,0.30859375,,,,
764,2,229,256,0.12196786313143093,False,32,0.125,56,0.21875,18,0.0703125,73,0.28515625,77,0.30078125,,,,
765,2,230,256,0.1436339636275079,False,23,0.08984375,48,0.1875,20,0.078125,84,0.328125,81,0.31640625,,,,
766,2,231,256,0.13167662761406973,False,35,0.13671875,41,0.16015625,19,0.07421875,83,0.32421875,78,0.3046875,,,,
767,2,232,256,0.1262536774156615,False,30,0.1171875,57,0.22265625,16,0.0625,68,0.265625,85,0.33203125,,,,
768,2,233,256,0.14301720679213759,False,29,0.11328125,37,0.14453125,18,0.0703125,87,0.33984375,85,0.33203125,,,,
769,2,234,256,0.1313838232017588,False,36,0.140625,63,0.24609375,22,0.0859375,62,0.2421875,73,0.28515625,,,,
770,2,235,256,0.13769630243768916,False,35,0.13671875,46,0.1796875,18,0.0703125,92,0.359375,65,0.25390625,,,,
771,2,236,256,0.12554929364705458,False,37,0.14453125,45,0.17578125,18,0.0703125,77,0.30078125,79,0.30859375,,,,
772,2,237,256,0.13146101028542034,False,32,0.125,56,0.21875,23,0.08984375,72,0.28125,73,0.28515625,,,,
773,2,238,256,0.13387021864764392,False,29,0.11328125,41,0.16015625,18,0.0703125,80,0.3125,88,0.34375,,,,
774,2,239,256,0.12184195822919719,False,33,0.12890625,53,0.20703125,17,0.06640625,62,0.2421875,91,0.35546875,,,,
775,2,240,256,0.12266753864241764,False,28,0.109375,55,0.21484375,22,0.0859375,70,0.2734375,81,0.31640625,,,,
776,2,241,256,0.1542425841325894,False,37,0.14453125,47,0.18359375,16,0.0625,79,0.30859375,77,0.30078125,,,,
777,2,242,256,0.1294695938413497,False,32,0.125,45,0.17578125,18,0.0703125,74,0.2890625,87,0.33984375,,,,
778,2,243,256,0.12986904436547775,False,30,0.1171875,53,0.20703125,23,0.08984375,75,0.29296875,75,0.29296875,,,,
779,2,244,256,0.1333478593151085,False,34,0.1328125,44,0.171875,20,0.078125,87,0.33984375,71,0.27734375,,,,
780,2,245,256,0.128305541962618,False,27,0.10546875,45,0.17578125,27,0.10546875,82,0.3203125,75,0.29296875,,,,
781,2,246,256,0.13094875070964918,False,27,0.10546875,44,0.171875,18,0.0703125,77,0.30078125,90,0.3515625,,,,
782,2,247,256,0.1207512512919493,False,27,0.10546875,52,0.203125,22,0.0859375,69,0.26953125,86,0.3359375,,,,
783,2,248,256,0.1332533504719322,False,25,0.09765625,53,0.20703125,29,0.11328125,77,0.30078125,72,0.28125,,,,
784,2,249,256,0.12878998532687547,False,33,0.12890625,54,0.2109375,19,0.07421875,67,0.26171875,83,0.32421875,,,,
785,2,250,256,0.1318892112467438,False,32,0.125,50,0.1953125,17,0.06640625,78,0.3046875,79,0.30859375,,,,
786,2,251,256,0.14501175968325697,False,39,0.15234375,48,0.1875,25,0.09765625,74,0.2890625,70,0.2734375,,,,
787,2,252,256,0.1256721878889948,False,21,0.08203125,64,0.25,22,0.0859375,81,0.31640625,68,0.265625,,,,
788,2,253,256,0.12832870744750835,False,27,0.10546875,48,0.1875,21,0.08203125,71,0.27734375,89,0.34765625,,,,
789,2,254,256,0.13086320806178264,False,27,0.10546875,51,0.19921875,27,0.10546875,78,0.3046875,73,0.28515625,,,,
790,2,255,256,0.1286838056257693,False,27,0.10546875,55,0.21484375,22,0.0859375,65,0.25390625,87,0.33984375,,,,
791,2,256,256,0.13361739456377109,False,29,0.11328125,50,0.1953125,20,0.078125,66,0.2578125,91,0.35546875,,,,
792,2,257,256,0.13545767548203003,False,28,0.109375,55,0.21484375,21,0.08203125,73,0.28515625,79,0.30859375,,,,
793,2,258,256,0.14038607306429185,False,34,0.1328125,47,0.18359375,19,0.07421875,82,0.3203125,74,0.2890625,,,,
794,2,259,256,0.1168691715283785,False,26,0.1015625,53,0.20703125,22,0.0859375,72,0.28125,83,0.32421875,,,,
795,2,260,256,0.12478375129285268,False,29,0.11328125,62,0.2421875,20,0.078125,71,0.27734375,74,0.2890625,,,,
796,2,261,256,0.13494131932384335,False,29,0.11328125,49,0.19140625,10,0.0390625,76,0.296875,92,0.359375,,,,
797,2,262,256,0.1292053353099618,False,29,0.11328125,54,0.2109375,16,0.0625,70,0.2734375,87,0.33984375,,,,
798,2,263,256,0.13294202435645275,False,30,0.1171875,49,0.19140625,21,0.08203125,75,0.29296875,81,0.31640625,,,,
799,2,264,256,0.13337152416352183,False,21,0.08203125,48,0.1875,15,0.05859375,80,0.3125,92,0.359375,,,,
800,2,265,256,0.13437568742665462,False,28,0.109375,53,0.20703125,15,0.05859375,84,0.328125,76,0.296875,,,,
801,2,266,256,0.12540177517803386,False,31,0.12109375,49,0.19140625,22,0.0859375,71,0.27734375,83,0.32421875,,,,
802,2,267,256,0.14093642245279625,False,34,0.1328125,56,0.21875,17,0.06640625,78,0.3046875,71,0.27734375,,,,
803,2,268,256,0.12967110468889587,False,32,0.125,44,0.171875,19,0.07421875,87,0.33984375,74,0.2890625,,,,
804,2,269,256,0.14151167980162427,False,28,0.109375,57,0.22265625,17,0.06640625,82,0.3203125,72,0.28125,,,,
805,2,270,256,0.14252334102638997,False,39,0.15234375,49,0.19140625,21,0.08203125,74,0.2890625,73,0.28515625,,,,
806,2,271,256,0.12675521365599707,False,28,0.109375,54,0.2109375,19,0.07421875,84,0.328125,71,0.27734375,,,,
807,2,272,256,0.1366481435179594,False,29,0.11328125,54,0.2109375,18,0.0703125,77,0.30078125,78,0.3046875,,,,
808,2,273,256,0.1346862126083579,False,30,0.1171875,49,0.19140625,13,0.05078125,85,0.33203125,79,0.30859375,,,,
809,2,274,256,0.13766762825252954,False,29,0.11328125,55,0.21484375,16,0.0625,72,0.28125,84,0.328125,,,,
810,2,275,256,0.1458597958262544,False,22,0.0859375,43,0.16796875,14,0.0546875,85,0.33203125,92,0.359375,,,,
811,2,276,256,0.12877312264754437,False,38,0.1484375,55,0.21484375,17,0.06640625,72,0.28125,74,0.2890625,,,,
812,2,277,256,0.1408240634482354,False,28,0.109375,50,0.1953125,26,0.1015625,69,0.26953125,83,0.32421875,,,,
813,2,278,256,0.11933200075873174,False,34,0.1328125,48,0.1875,15,0.05859375,81,0.31640625,78,0.3046875,,,,
814,2,279,256,0.12392727754195221,False,28,0.109375,56,0.21875,19,0.07421875,58,0.2265625,95,0.37109375,,,,
815,2,280,256,0.129965096784872,False,36,0.140625,47,0.18359375,23,0.08984375,70,0.2734375,80,0.3125,,,,
816,2,281,256,0.13457489348365925,False,30,0.1171875,50,0.1953125,23,0.08984375,70,0.2734375,83,0.32421875,,,,
817,2,282,256,0.14193249813979492,False,37,0.14453125,48,0.1875,20,0.078125,77,0.30078125,74,0.2890625,,,,
818,2,283,256,0.13515554134937702,False,39,0.15234375,43,0.16796875,16,0.0625,86,0.3359375,72,0.28125,,,,
819,2,284,256,0.11857500355108641,False,28,0.109375,56,0.21875,18,0.0703125,74,0.2890625,80,0.3125,,,,
820,2,285,256,0.13377832691185176,False,26,0.1015625,47,0.18359375,19,0.07421875,73,0.28515625,91,0.35546875,,,,
821,2,286,256,0.1350651422108058,False,27,0.10546875,56,0.21875,12,0.046875,89,0.34765625,72,0.28125,,,,
822,2,287,256,0.129110792739084,False,25,0.09765625,44,0.171875,23,0.08984375,80,0.3125,84,0.328125,,,,
823,2,288,256,0.14121573578449897,False,26,0.1015625,44,0.171875,17,0.06640625,86,0.3359375,83,0.32421875,,,,
824,2,289,256,0.12007515199366026,False,24,0.09375,53,0.20703125,16,0.0625,74,0.2890625,89,0.34765625,,,,
825,2,290,256,0.1393984821625054,False,31,0.12109375,49,0.19140625,13,0.05078125,68,0.265625,95,0.37109375,,,,
826,2,291,256,0.13913750551000703,False,28,0.109375,50,0.1953125,16,0.0625,77,0.30078125,85,0.33203125,,,,
827,2,292,256,0.13153657130897045,False,24,0.09375,43,0.16796875,27,0.10546875,82,0.3203125,80,0.3125,,,,
828,2,293,256,0.13199206272838637,False,27,0.10546875,57,0.22265625,18,0.0703125,63,0.24609375,91,0.35546875,,,,
829,2,294,256,0.15066013342584483,False,20,0.078125,52,0.203125,21,0.08203125,85,0.33203125,78,0.3046875,,,,
830,2,295,256,0.14107161411084235,False,33,0.12890625,46,0.1796875,18,0.0703125,80,0.3125,79,0.30859375,,,,
831,2,296,256,0.13119318126700819,False,30,0.1171875,55,0.21484375,16,0.0625,77,0.30078125,78,0.3046875,,,,
832,2,297,256,0.11975516544771381,False,33,0.12890625,46,0.1796875,26,0.1015625,67,0.26171875,84,0.328125,,,,
833,2,298,256,0.11974087081034668,False,35,0.13671875,49,0.19140625,16,0.0625,68,0.265625,88,0.34375,,,,
834,2,299,256,0.1347343117231503,False,37,0.14453125,47,0.18359375,15,0.05859375,71,0.27734375,86,0.3359375,,,,
835,2,300,256,0.13451404552324675,False,27,0.10546875,40,0.15625,27,0.10546875,84,0.328125,78,0.3046875,,,,
836,2,301,256,0.11630961827358988,False,20,0.078125,59,0.23046875,19,0.07421875,82,0.3203125,76,0.296875,,,,
837,2,302,256,0.12501785307540558,False,20,0.078125,63,0.24609375,18,0.0703125,64,0.25,91,0.35546875,,,,
838,2,303,256,0.1320639490713802,False,30,0.1171875,54,0.2109375,19,0.07421875,67,0.26171875,86,0.3359375,,,,
839,2,304,256,0.13327544670028146,False,33,0.12890625,58,0.2265625,18,0.0703125,67,0.26171875,80,0.3125,,,,
840,2,305,256,0.13770208429195918,False,21,0.08203125,45,0.17578125,19,0.07421875,86,0.3359375,85,0.33203125,,,,
841,2,306,256,0.13488578332180623,False,34,0.1328125,43,0.16796875,14,0.0546875,84,0.328125,81,0.31640625,,,,
842,2,307,256,0.13254686741856858,False,26,0.1015625,50,0.1953125,14,0.0546875,82,0.3203125,84,0.328125,,,,
843,2,308,256,0.1331565289874561,False,25,0.09765625,47,0.18359375,17,0.06640625,72,0.28125,95,0.37109375,,,,
844,2,309,256,0.13062660011928529,False,35,0.13671875,44,0.171875,14,0.0546875,79,0.30859375,84,0.328125,,,,
845,2,310,256,0.1288324411434587,False,38,0.1484375,44,0.171875,19,0.07421875,67,0.26171875,88,0.34375,,,,
846,2,311,256,0.1521612076612655,False,36,0.140625,50,0.1953125,18,0.0703125,80,0.3125,72,0.28125,,,,
847,2,312,256,0.13889707588532474,False,31,0.12109375,50,0.1953125,16,0.0625,75,0.29296875,84,0.328125,,,,
848,2,313,256,0.1294932797900401,False,37,0.14453125,44,0.171875,26,0.1015625,62,0.2421875,87,0.33984375,,,,
849,2,314,256,0.12501349896774627,False,36,0.140625,48,0.1875,20,0.078125,74,0.2890625,78,0.3046875,,,,
850,2,315,256,0.1379685110441642,False,22,0.0859375,58,0.2265625,16,0.0625,77,0.30078125,83,0.32421875,,,,
851,2,316,256,0.1247868561767973,False,32,0.125,47,0.18359375,15,0.05859375,68,0.265625,94,0.3671875,,,,
852,2,317,256,0.14616331105935387,False,27,0.10546875,53,0.20703125,17,0.06640625,86,0.3359375,73,0.28515625,,,,
853,2,318,256,0.13207670880365185,False,28,0.109375,45,0.17578125,14,0.0546875,90,0.3515625,79,0.30859375,,,,
854,2,319,256,0.14536501868860796,False,30,0.1171875,55,0.21484375,14,0.0546875,82,0.3203125,75,0.29296875,,,,
855,2,320,256,0.1508184620179236,False,32,0.125,41,0.16015625,21,0.08203125,85,0.33203125,77,0.30078125,,,,
856,2,321,256,0.13649534696014598,False,22,0.0859375,65,0.25390625,15,0.05859375,82,0.3203125,72,0.28125,,,,
857,2,322,256,0.13340974337188527,False,28,0.109375,49,0.19140625,18,0.0703125,72,0.28125,89,0.34765625,,,,
858,2,323,256,0.13645430584438145,False,33,0.12890625,48,0.1875,12,0.046875,79,0.30859375,84,0.328125,,,,
859,2,324,256,0.12291417713277042,False,37,0.14453125,44,0.171875,18,0.0703125,72,0.28125,85,0.33203125,,,,
860,2,325,256,0.13252827525138855,False,30,0.1171875,53,0.20703125,23,0.08984375,79,0.30859375,71,0.27734375,,,,
861,2,326,256,0.14556343670119531,False,38,0.1484375,41,0.16015625,14,0.0546875,94,0.3671875,69,0.26953125,,,,
862,2,327,256,0.12432056437319261,False,28,0.109375,59,0.23046875,20,0.078125,65,0.25390625,84,0.328125,,,,
863,2,328,256,0.13087377938791178,False,27,0.10546875,47,0.18359375,15,0.05859375,93,0.36328125,74,0.2890625,,,,
864,2,329,256,0.14402763498947024,False,22,0.0859375,35,0.13671875,25,0.09765625,93,0.36328125,81,0.31640625,,,,
865,2,330,256,0.13143750411109067,False,37,0.14453125,46,0.1796875,13,0.05078125,72,0.28125,88,0.34375,,,,
866,2,331,256,0.12781563610769808,False,25,0.09765625,51,0.19921875,17,0.06640625,74,0.2890625,89,0.34765625,,,,
867,2,332,256,0.13214055888238363,False,33,0.12890625,43,0.16796875,14,0.0546875,78,0.3046875,88,0.34375,,,,
868,2,333,256,0.1322196192923002,False,38,0.1484375,53,0.20703125,19,0.07421875,72,0.28125,74,0.2890625,,,,
869,2,334,256,0.14450169337214902,False,31,0.12109375,48,0.1875,17,0.06640625,76,0.296875,84,0.328125,,,,
870,2,335,256,0.1366001084970776,False,23,0.08984375,49,0.19140625,18,0.0703125,79,0.30859375,87,0.33984375,,,,
871,2,336,256,0.14548342754278565,False,32,0.125,57,0.22265625,13,0.05078125,73,0.28515625,81,0.31640625,,,,
872,2,337,256,0.14495374234684277,False,29,0.11328125,53,0.20703125,19,0.07421875,80,0.3125,75,0.29296875,,,,
873,2,338,256,0.13768032880034298,False,23,0.08984375,47,0.18359375,19,0.07421875,88,0.34375,79,0.30859375,,,,
874,2,339,256,0.14065056323306635,False,26,0.1015625,63,0.24609375,17,0.06640625,76,0.296875,74,0.2890625,,,,
875,2,340,256,0.15210617223056033,False,28,0.109375,48,0.1875,20,0.078125,78,0.3046875,82,0.3203125,,,,
876,2,341,256,0.13849346138886176,False,32,0.125,46,0.1796875,20,0.078125,77,0.30078125,81,0.31640625,,,,
877,2,342,256,0.12841728213243186,False,24,0.09375,56,0.21875,19,0.07421875,72,0.28125,85,0.33203125,,,,
878,2,343,256,0.11452300316886976,False,33,0.12890625,52,0.203125,27,0.10546875,59,0.23046875,85,0.33203125,,,,
879,2,344,256,0.14249014697270468,False,41,0.16015625,49,0.19140625,17,0.06640625,73,0.28515625,76,0.296875,,,,
880,2,345,256,0.1275324308699055,False,23,0.08984375,44,0.171875,21,0.08203125,77,0.30078125,91,0.35546875,,,,
